gene_a	gene_b	label
15572	20039	0
29796	12238	1
28300	13482	0
51890	44322	0
4172	17550	0
50987	10111	1
49197	33415	0
48093	42883	0
40830	26120	0
50320	35313	0
29644	13088	1
28508	13405	0
30024	10641	0
23479	1884	0
33473	1029	1
3615	15500	1
16450	20364	0
27700	52885	1
37102	14888	0
4469	34023	1
29600	7561	0
50	36916	1
36700	25470	0
39287	38126	1
28478	19717	1
41818	49242	0
30121	39353	0
52564	34004	0
16844	48194	1
9185	33595	1
25039	16749	0
9879	15106	0
16844	9146	1
37469	39043	1
705	34037	0
13747	1666	1
53544	30091	0
26559	39296	0
38126	52684	1
37261	20057	0
23222	28971	1
30825	16093	1
37261	43449	0
37302	4077	1
35684	10131	0
28939	29504	1
15198	51539	0
47127	4301	0
40049	12502	0
51359	43049	0
41659	24649	0
16654	10908	1
44549	32385	0
50152	12288	1
24434	44930	1
17868	11405	0
15415	28382	0
29801	4082	0
3355	50885	1
18830	44720	0
39921	34662	0
13282	16844	1
11246	39440	0
12730	14707	0
20453	16844	1
47757	31932	1
3736	40619	0
21303	41739	0
8351	38802	0
11570	22148	1
17523	8164	1
52026	23262	0
22661	13921	0
25867	30825	1
3314	2546	0
16718	47583	0
20297	24971	0
30340	48264	1
13245	24493	0
8164	5178	1
1029	3772	1
3465	16654	1
52477	27020	1
36916	53028	1
20631	50528	1
53510	8984	0
28587	28125	0
716	5128	1
20693	36843	0
20854	42229	0
16654	35644	1
37087	4847	0
38270	16844	1
42681	8090	1
674	13199	0
851	49201	1
28478	23502	1
4025	23069	0
21318	38677	1
50805	23912	0
3768	10748	1
37846	13068	0
48753	34099	0
4384	41374	1
6297	43426	0
12330	9714	0
51885	18719	0
44930	44984	1
21979	18247	0
1195	44098	1
2049	53953	1
34378	15764	1
1855	16815	0
35620	34023	1
24716	13247	0
21003	982	0
38191	17365	1
9814	40340	1
35180	6879	0
41591	3562	0
53953	13385	1
40079	32670	0
16654	33437	1
33539	746	0
20154	673	1
33647	42908	1
47574	38692	1
6694	35079	1
45958	37302	1
30825	19543	1
9900	34399	0
41655	25875	0
25867	48303	1
34785	15123	1
47197	3953	0
4073	6097	0
6922	328	0
20510	7288	1
843	27389	1
36853	21637	0
28814	7172	0
30776	25228	1
13062	10662	1
35149	20854	0
11182	35934	0
42915	36532	1
50284	39205	0
7131	43598	1
21903	31826	0
1966	9064	1
43113	40913	0
53953	2903	1
49498	34023	1
25104	45658	0
51357	2825	0
48688	37755	0
39979	13509	0
8243	14256	1
19001	1750	0
1444	24226	1
52669	47927	0
31612	41080	0
24840	39502	0
42745	9185	0
47622	42479	0
12143	46538	1
6720	38126	1
46039	3355	1
49201	19793	1
18922	36692	0
42814	32000	0
17161	30648	0
16844	3004	1
4648	39043	1
18835	41566	1
9497	17365	1
20947	5509	1
6166	27809	1
50954	42234	0
48949	34023	1
53846	39590	0
36217	3050	0
2196	19237	0
8453	52919	1
27019	29272	1
11301	3128	1
28293	5012	0
3147	19719	0
32582	28478	1
23674	34023	1
16502	4010	1
9994	53953	1
13019	44244	0
17830	17865	0
15705	29012	0
52452	10034	0
48045	22412	1
45936	11328	1
26228	41397	0
1040	14026	1
50287	10219	0
34023	13503	1
20154	18340	1
35985	18459	1
38126	24955	1
11249	9435	0
25867	41531	1
49535	53855	0
17365	11099	1
1578	26615	0
34289	50280	1
20682	16654	1
33430	22410	1
36779	49201	1
33473	46813	1
29748	526	0
16644	23713	1
24836	26049	0
20373	48444	0
37787	8763	1
45017	18286	1
47642	47516	0
7733	35985	1
7327	13795	0
31678	2329	0
13014	40284	0
8991	35144	0
41262	50885	1
19034	8645	1
1542	34023	1
22409	47386	0
34258	9317	0
3626	28502	0
44202	36872	0
37853	41103	1
5088	44137	0
43577	25450	1
18299	47139	1
19932	42407	0
3414	4300	0
5719	51050	1
36443	22118	1
46960	41262	1
25473	43903	0
43903	25793	0
52611	9096	0
3355	15548	1
551	27351	1
15919	6637	0
28805	5665	0
34023	14975	1
47686	49830	1
34023	19099	1
26093	40340	1
38956	4025	0
497	30805	1
33292	35437	1
51388	32526	0
42229	13504	0
5962	28382	0
40174	53870	0
41335	30047	1
52188	38884	0
43914	23742	1
31277	51186	0
982	18065	0
11332	52477	1
8235	15962	0
1082	29737	1
11228	47129	0
38231	46106	0
5509	47610	1
28478	5689	1
30310	25270	1
22974	44098	0
10164	44527	0
50025	17830	0
28006	15894	1
3810	30021	0
29517	20001	0
6637	4769	0
52140	13291	0
38823	14163	0
20484	29716	0
21806	3355	1
52716	29577	0
46604	30119	0
7131	42908	1
1841	5099	0
9561	25100	0
5818	36916	1
29132	50318	1
43637	41103	1
38126	33656	1
16213	18835	1
4691	1334	0
35695	46913	0
47911	52516	0
2573	44641	0
7707	5644	0
29553	1415	0
40645	20645	0
49830	6383	1
53953	48762	1
44970	44847	1
2084	53846	0
2123	30169	0
40387	45142	0
49469	44970	1
46032	25074	0
13062	30333	1
52309	17523	1
11865	16844	1
5050	1182	0
720	38343	1
35843	18341	0
34023	3005	1
21025	32400	1
10807	50779	1
37890	26411	1
13456	52580	1
25867	44135	1
24631	38126	1
52962	38962	0
10586	15572	1
2572	3290	0
18810	8397	1
36707	12238	1
27351	11302	1
40913	15548	1
30019	21434	0
10723	22076	1
14225	11910	0
45958	49242	1
42777	18081	0
44643	39043	1
28974	34023	1
2340	28478	1
19216	36342	1
39043	26802	1
16284	29131	0
39697	39043	1
52004	1666	0
18610	51186	0
18830	21005	0
7683	10662	1
27351	28755	1
34113	28478	1
38432	20979	0
1497	5270	0
13719	2546	1
27278	3824	1
325	36916	1
37212	27959	0
992	1102	1
5749	38126	1
46682	11786	1
28478	13725	1
16713	48504	0
26035	28478	1
35765	53953	1
20444	53076	1
6914	35489	1
26354	30119	0
37330	35068	0
25867	46538	1
42349	49830	1
28478	19237	1
44940	34516	0
9758	48303	1
19179	36644	1
30385	2209	0
19179	45651	1
53918	29334	1
1113	34990	1
49441	43550	0
50865	24665	1
52064	41288	1
3414	15584	0
681	11857	1
8304	5086	0
38538	44697	0
3994	28478	1
38146	24930	0
51040	45195	1
39241	38104	1
15584	29690	0
31075	44138	0
19034	7452	1
13456	26799	1
7637	47503	1
20444	37598	0
45898	48049	0
9405	34612	0
46229	49201	1
30024	44091	0
34642	42055	0
22509	30825	1
30805	30825	1
27352	40864	0
37477	53580	0
33378	30834	0
51927	45834	0
51377	53953	1
36485	48917	0
17003	44194	0
13539	25688	0
33695	42254	0
19034	33821	1
12961	25450	1
20401	52245	0
39480	36115	1
28574	40309	0
913	49807	0
20399	34023	1
13062	39375	1
26093	22410	1
39314	14559	0
35044	31445	0
45678	41719	0
28	41943	0
53128	16654	1
4189	6154	1
53570	34627	0
23026	23742	1
4575	25002	0
15539	22593	0
33681	24714	0
48923	27019	0
47469	41103	1
3490	233	0
38126	19362	1
1084	51050	0
2733	968	0
10139	34023	1
24492	52720	1
38126	3451	1
33430	41430	1
50885	53973	0
11688	48067	0
16558	44422	0
19786	12175	1
30958	43607	0
29352	28971	1
1303	36197	1
6914	53663	1
15135	5543	1
53953	29566	1
11937	39245	0
44641	11937	0
4690	28478	1
53069	52290	0
22519	34023	1
30648	31395	0
28273	19367	0
31640	39043	1
7617	26824	0
51050	27693	0
10253	25037	1
6834	38963	0
2888	33025	0
10723	14026	1
12175	45958	1
11010	10751	1
14026	27350	1
7191	37397	0
51552	31235	0
30149	40365	0
29578	34137	1
18660	45961	0
49466	34023	1
44893	37178	0
29949	34423	1
47874	51624	0
30611	10988	1
6826	39043	1
13416	49830	1
4120	51458	0
28993	16598	0
24475	19641	0
8335	39043	1
32144	1390	0
12355	31595	0
15903	52477	1
47137	1421	1
18835	40094	1
44184	7617	0
49692	15548	0
621	40916	0
41262	32317	1
2209	26760	1
16912	36090	0
33701	17331	0
20898	19891	1
53846	34023	1
34023	52684	1
51175	51160	0
23240	41525	0
7913	47763	1
50947	4103	0
34023	15617	1
27955	33383	0
16654	35985	1
8031	1159	0
47343	27357	0
16041	29806	1
11054	39479	0
46019	16728	0
8763	13062	1
53953	23112	1
52173	12238	1
42312	6241	0
17762	44641	0
10100	34896	0
10305	13533	1
28951	22427	0
33595	35314	1
31360	29165	1
45958	49794	1
3562	47407	0
7553	32455	0
29352	7683	1
15192	45175	0
28587	11785	0
15326	32059	0
8838	38610	0
33870	6981	0
39562	46318	1
1966	38003	0
48261	22214	0
953	4885	1
42309	18835	1
34023	35269	1
23413	23738	0
4507	47756	0
733	5804	0
4838	45232	0
7394	25975	0
2860	34023	1
6879	22153	0
43113	21077	0
8551	37534	0
17583	17789	0
18627	52012	0
10992	49432	0
28478	34872	1
6181	52459	0
28478	27292	1
48442	19786	1
34227	11786	1
13743	13647	0
52438	10510	0
35314	14851	1
41640	52280	0
50001	46234	0
40784	34905	0
53953	36018	1
2398	5509	1
4379	34023	1
1444	28993	1
22214	6914	1
27754	4113	1
18701	38099	0
22582	34900	0
23069	16654	1
1015	39043	1
28478	21640	1
48948	34023	1
39159	48859	0
50383	49845	1
38627	22436	0
14179	39043	1
4113	37396	1
5723	34023	1
45021	23424	1
5719	49201	1
40978	37481	0
26441	14707	0
50894	19269	0
1547	26093	1
25775	40629	0
31982	30564	0
31290	35580	1
22610	39294	0
34219	25726	0
29876	53265	0
28243	51345	1
12599	23970	0
23742	31873	1
36023	14221	0
38126	28673	1
4510	10326	0
38764	22645	0
24984	41768	0
9960	30180	0
34023	9275	1
28243	22679	0
43729	43598	1
731	8181	1
43838	24958	0
1497	17523	1
30825	34799	1
53017	35549	1
37673	19797	0
49270	32046	0
8959	26049	0
42312	27288	1
33905	17708	0
9770	6548	1
1159	51014	0
17656	35988	0
49617	31184	1
36758	6804	1
11570	28259	1
10757	9974	0
26193	53953	1
31281	5033	0
31290	38321	1
38603	1481	1
53702	31664	1
30301	25270	1
50107	41649	0
33477	17633	1
14983	34023	1
36278	27556	0
7777	24050	0
16844	47055	1
34023	18308	1
47152	9512	0
37168	18381	0
27700	44479	1
53807	37090	0
25623	50528	0
30706	31087	0
27919	50581	0
41521	18649	1
38163	39375	0
3752	34023	1
52007	25061	0
29733	34023	1
10723	49732	1
16844	11182	1
20009	47129	0
15887	13315	1
38095	2828	0
47943	42510	0
17896	705	0
5509	50719	1
16844	22301	1
21222	49952	0
18954	42814	0
41993	36435	1
6872	49658	0
7060	18632	0
10219	16567	0
16844	32860	1
20693	2828	1
29018	44215	0
44847	28725	1
16654	29530	1
13083	11170	0
36916	47082	1
40405	43193	0
30825	31075	1
41535	9689	0
14576	28854	0
3471	8243	1
2338	30230	1
26093	9185	1
53953	12217	1
16501	13139	1
3974	30825	1
26610	3490	1
15538	8436	0
48408	49830	1
29129	16654	1
170	1629	0
4778	31166	1
16844	35144	1
11786	49639	1
29447	12238	1
848	16596	0
1666	49448	1
45377	38919	1
8243	29136	1
48223	31285	0
44930	13688	1
52387	23742	1
34023	10727	1
13382	20238	0
16654	16041	1
27304	26692	1
47105	7913	0
42546	44433	0
52317	15966	0
5015	27703	1
38692	134	1
47514	26965	0
10547	32400	1
42166	28725	1
3722	25867	1
43320	16567	0
8950	13463	0
22027	32593	0
2546	31312	0
11609	30347	0
4469	43903	1
11003	20307	1
11747	6085	1
31290	48983	1
34813	24840	0
18167	34023	1
25169	26799	1
16389	3972	0
36916	20168	1
1072	5509	1
33811	16844	1
53439	36835	0
13217	22430	0
38940	47302	0
19034	46327	1
33460	7593	1
26049	47496	1
6427	11597	1
18864	79	0
8243	39587	1
38126	42906	1
1793	41930	0
18536	34351	1
14317	7733	1
2877	39043	1
10276	28478	1
18651	13315	1
24538	40870	1
49128	16844	1
46419	11859	0
45389	19196	1
51514	32834	0
43505	47881	0
52347	40739	1
13747	46234	0
4270	29033	0
50154	39043	1
16209	29684	0
33628	4113	1
2449	46032	0
12316	23683	0
51685	4113	1
5279	19351	0
28478	50648	1
31529	48157	0
18632	28083	0
22079	50779	0
49952	2272	0
3355	39043	0
27351	41753	1
42149	37621	0
16844	18736	1
47439	34036	0
31738	30611	0
32766	37190	1
15443	12374	0
28711	11003	0
309	1553	0
21073	51724	0
37755	28478	1
22645	41168	0
15723	48995	1
30333	28308	1
53918	43903	1
39621	45217	0
53120	37129	1
15667	44405	0
9951	53870	1
46813	23781	1
28478	52881	1
30928	35985	1
17498	17099	1
28717	11058	0
40617	10662	0
13599	720	1
25455	34102	1
18468	19782	0
43345	22607	0
10611	15667	0
44505	10992	0
45629	48393	1
16844	28555	1
37717	41476	0
12000	42010	0
52815	16735	0
10632	6111	0
15132	29352	0
34122	40401	0
36625	43505	1
26198	36532	1
10788	29399	0
4010	16502	1
551	26198	1
8108	14019	0
1082	34137	1
36403	24908	1
23938	8345	0
26173	13864	0
18349	5902	0
30282	30764	1
17761	13357	1
13079	32429	0
34023	3290	1
3368	49617	1
41374	24279	1
47286	17185	0
25928	34023	1
4885	51037	0
51839	10801	1
2522	40860	0
16203	51590	1
34023	12638	1
4584	30407	0
19526	46379	1
42908	716	1
16654	14388	1
550	2023	0
1661	3824	1
4413	45822	1
53729	20009	0
53953	37802	1
51839	19396	1
30454	35764	0
28494	52919	1
23116	43838	0
44619	14541	0
41649	10807	0
45074	13825	0
33522	5683	0
46114	33756	0
46799	22454	0
28137	19586	0
15115	9955	0
34023	643	1
27389	40256	1
16844	50751	1
32059	20057	0
3361	10408	0
30286	3824	1
24340	19490	0
44485	20314	1
31085	4113	1
13780	2209	0
37967	47469	1
6458	18810	1
39508	20377	0
51839	51328	1
47469	11332	1
13560	11111	0
13287	15894	0
4113	35892	1
52187	1072	0
16844	48393	1
11700	15227	0
24844	26087	0
33497	27762	0
134	790	1
28510	6529	1
38200	36808	1
53953	27854	1
13700	50081	1
20943	39043	1
1029	4585	1
45494	46324	0
10959	28252	0
50648	38126	1
14448	33861	0
16844	10908	1
21711	34023	1
50842	39236	0
22410	47720	1
11570	4541	1
39414	18835	1
28631	5949	0
15871	19171	0
28079	4030	0
33787	44279	0
41103	53952	1
22097	27351	1
11778	9848	1
13596	33936	0
26320	43586	0
2265	36079	0
29205	21276	0
28941	53638	0
28102	22097	1
34872	32634	0
37691	24922	0
35693	41434	0
31990	38823	1
39043	34440	1
34953	35850	1
6465	16163	0
21157	50805	0
23690	43392	1
26144	31390	0
52962	16844	1
43832	15755	0
8651	37394	0
20370	3815	0
35484	52477	1
20762	34023	1
50334	49551	0
45776	37512	0
32409	53870	1
16301	23868	0
5829	44669	0
24529	1901	1
33235	38427	0
19331	23278	0
44627	8769	0
40038	8950	0
30367	11305	0
51602	37142	0
19034	29683	1
19267	19349	1
5832	52756	1
3110	47484	0
45599	1462	0
31554	40366	0
47174	3050	0
29132	7297	1
34527	29165	1
18835	4152	1
15204	14851	1
28798	16654	1
5599	8243	1
43094	27872	0
10021	16844	1
44243	32400	1
23053	16654	1
44452	7655	0
1275	450	0
13641	47300	0
19751	4736	0
32349	7742	0
34023	23240	1
46392	28478	1
23843	12534	0
26571	50879	0
28378	47469	1
48529	22279	0
51043	19281	0
47356	34023	1
4033	16844	1
38126	30825	1
18110	42908	1
43047	52071	0
43265	15608	0
24192	9150	0
27968	38126	1
10728	22549	1
7248	31754	0
13062	716	1
31000	16598	0
5829	45017	1
25228	49119	0
6154	29334	0
42206	42927	0
37856	14175	0
48194	22844	0
19034	13919	1
53284	3297	0
18152	39063	0
20631	48408	0
25647	1666	0
25267	35222	0
48852	38839	0
51839	28102	1
716	10316	1
11648	10419	0
35470	25336	1
19719	44447	0
50895	39224	1
22163	36435	1
35888	50760	0
15964	28102	1
855	18105	0
29329	12656	1
27424	33027	1
570	28478	1
22608	38126	1
49938	7360	0
53801	16541	0
22153	3785	0
35685	32468	1
36707	9185	1
18922	21048	0
48044	5163	0
52317	43242	0
18980	32070	0
1444	27819	1
52753	27691	0
43956	8612	1
18103	16654	1
24157	29388	0
10604	3414	0
30358	25051	0
24408	41162	0
32950	29550	1
992	716	1
2511	5509	0
3440	15938	0
48810	31094	1
34436	42908	1
20116	1082	0
23690	16903	1
28555	16844	1
26513	7372	0
45741	40667	0
18835	8833	1
11589	15040	0
18308	35834	0
46437	27351	1
50644	15208	1
758	27344	0
30305	46616	1
40913	25410	1
30093	40977	1
1542	20128	0
33132	50559	0
37820	49221	0
36617	38126	1
7537	30407	0
45337	4805	0
8774	36402	0
32451	13414	0
19761	34023	1
19179	4556	1
15556	23602	0
40832	37494	0
5015	80	1
39241	9951	1
38876	51175	1
28329	50850	1
42027	24763	0
29050	53085	0
3673	7609	0
23552	43198	0
39771	33614	0
6863	7862	1
29949	10645	1
40081	22630	0
3142	20584	1
34023	37801	1
32409	14190	1
11290	38423	1
47533	19220	0
52967	38130	1
47872	45782	0
43479	20226	0
31256	35985	1
31747	9753	0
16844	5925	1
13559	36845	0
1520	8235	0
16654	39696	1
45651	6787	1
32317	28985	0
1408	14550	1
48442	11786	1
41080	9762	0
683	38126	1
4113	21685	1
38126	20066	1
26647	25775	0
29165	34527	1
35985	12238	1
21935	36916	1
1668	45149	0
50247	41521	1
46983	49168	0
29796	396	1
42644	15221	0
37758	21597	0
14974	34137	1
21402	21108	0
37044	25183	0
36469	45575	0
5351	9064	0
15286	24578	0
6098	47407	1
28506	33071	0
19034	27756	1
1040	34361	0
53953	33818	1
24012	52511	1
34724	29132	1
3343	4807	0
18295	27756	1
38681	27445	1
41438	16672	0
26391	39797	0
29517	12236	0
33488	28478	1
29420	33121	0
42942	2998	1
40585	38126	1
25768	41476	0
21111	37983	0
25329	28478	1
48893	51693	0
50760	11501	1
6457	48503	0
6733	986	1
15901	50280	1
17639	31798	0
53729	52565	0
6073	24931	0
39771	33653	1
39598	36217	0
49414	44930	1
43898	32824	0
26310	38052	0
16654	44202	1
2678	22515	0
41288	42349	0
11771	32800	0
34023	15202	1
1156	49395	1
6846	1040	1
8126	18938	0
40585	36613	0
32164	12813	0
28717	34780	1
18468	49067	1
16654	18412	1
5648	50383	0
31558	50030	0
26386	4113	1
38681	42617	0
1444	15964	1
41231	12108	0
91	16389	0
44332	51153	0
41997	50522	0
35410	42312	1
15364	46286	0
1177	49830	1
48010	21183	0
7453	41566	1
25420	39643	0
34023	2385	1
9764	26144	0
9529	25022	0
11336	41584	0
31281	29702	0
13725	34023	1
29855	736	0
50955	17590	0
35356	4614	0
39432	5309	0
29949	22317	1
37261	32329	0
24996	48018	0
12249	30805	0
8628	40231	0
6361	17523	0
31912	15822	0
11567	45394	0
32312	79	0
7747	31101	0
10723	5648	1
22672	1444	1
35470	29315	1
22004	34023	1
34023	23738	1
27676	1766	0
10768	17466	0
15364	51637	0
51803	14375	0
46379	7129	1
1395	8243	1
38222	42491	0
50054	6834	0
9243	3637	1
38823	50098	0
16598	6109	0
8122	51805	1
6008	21561	0
16844	3750	1
53931	38649	1
52669	18960	0
16844	43404	1
39353	46154	1
27071	2653	1
32449	40296	0
37598	207	0
4351	1056	0
24226	16874	0
26198	42985	1
28757	41055	0
52452	39526	0
17615	21650	0
46349	18900	0
16844	33416	1
51053	30112	1
11754	50141	0
28176	25904	1
7580	49142	0
27908	34023	1
42567	1560	0
34595	42875	1
45780	23802	1
25247	9324	0
325	11223	0
7151	30825	1
4120	6556	0
16844	31149	1
53949	46646	1
38941	44297	0
7228	16386	0
34023	4580	1
48194	3768	0
7992	28366	1
40900	27550	0
29523	8181	0
17634	39960	1
10751	48303	1
47720	11089	1
52552	47874	1
53870	29352	1
3071	30371	0
38317	39355	1
45495	53365	0
49707	1750	0
16844	26416	1
31081	7683	0
27182	34931	0
383	47535	0
12134	38126	1
29485	36350	1
1608	52881	0
7643	23339	0
28993	11003	1
50885	31869	1
17306	47582	0
39397	11306	0
37890	28725	1
16203	1949	0
6898	39825	1
41237	25450	1
25455	38136	1
27278	29485	1
4961	52387	1
13733	22267	0
26258	37398	0
14550	18429	1
26411	48810	1
16865	34023	1
18303	23938	0
6722	15824	1
13759	1079	0
13931	16106	0
14628	19617	1
3942	9865	0
48312	6937	1
18295	716	1
53582	20620	0
38461	42681	1
22475	4807	1
23277	10560	0
40006	13061	1
16332	45675	0
37125	22630	0
30825	29055	1
42166	24480	1
16844	48998	1
49617	36197	0
5270	35958	0
51323	18949	0
35113	15584	0
37190	19362	1
53953	21270	1
34023	22963	1
34269	50278	0
8645	25978	1
23328	4941	0
52919	33595	1
39155	7747	1
8759	24577	0
21775	5599	1
38861	42957	1
31982	40913	0
21775	7610	1
9372	34219	0
17762	11302	1
26797	47622	1
29492	11089	1
19406	2942	0
17365	50247	0
22681	39470	0
51657	1547	0
46897	35173	0
1413	14496	0
42552	42880	1
39043	8612	1
15762	20008	0
40527	18383	0
4580	48040	0
38093	42811	0
34414	38126	1
3824	14317	1
41924	36489	1
32187	13996	0
37002	41611	1
11003	26282	1
18247	53284	0
43676	13139	0
39043	19723	1
25867	9220	1
2828	43903	1
49270	24942	1
51175	28971	0
33084	39697	0
7398	1641	0
34346	50632	0
22959	53698	0
12481	5991	0
22214	36707	1
50596	49303	1
19362	34023	1
28717	358	0
23742	10220	1
46975	1663	0
48393	18103	0
8059	44346	0
29352	48566	1
46192	18999	0
1641	29236	0
5709	6042	0
51110	18401	1
18436	16903	1
15276	2673	0
50464	26814	0
15364	39043	1
14496	32644	0
8480	3073	0
40629	6412	0
13503	4564	0
45321	11251	1
716	22118	1
45847	24191	0
8858	49331	1
1398	41189	0
41611	4077	1
51345	51177	1
14965	35166	1
8243	28755	1
5709	9844	0
855	29304	0
31956	32766	1
16499	28478	1
33430	36443	1
14231	18907	0
4675	11496	1
50760	53953	1
47749	46318	1
18832	28478	1
38126	7677	1
36648	7992	0
36141	10547	0
52003	31873	1
2366	32339	1
46297	990	0
51594	25423	0
34023	18648	1
47928	27421	0
22268	52265	1
35630	20510	1
3674	25076	0
30873	33027	0
5256	6936	0
1415	10553	1
10501	30825	1
41470	4580	0
29207	12031	0
4585	22885	1
33656	34023	1
11818	23424	1
29548	11570	0
30825	45196	1
27708	962	1
16844	15942	1
46058	38126	1
5719	28971	1
14221	38126	1
1958	9191	1
13560	4478	0
39870	50717	0
716	10723	1
38126	20154	1
12215	49720	0
51585	23173	0
51805	27350	1
5302	38126	1
11076	23884	0
44764	11778	0
2621	39904	0
18810	35277	1
41720	43022	0
39043	39563	1
22412	8453	1
1949	39941	0
7453	790	1
12638	33470	0
40239	16844	1
52168	6297	0
48566	29352	1
36115	37703	0
15731	10164	0
7733	23742	1
44792	50612	0
27894	37191	0
38126	18991	1
16844	38186	1
11003	46715	1
2600	10377	0
30365	2358	0
30484	34023	1
22118	50805	1
3237	13019	0
42908	15130	1
23742	9951	1
19463	5925	0
502	16844	1
29106	5254	0
37500	14039	0
16396	17992	0
18872	24313	0
13705	19786	1
48948	10801	1
29569	26645	0
23173	19668	0
26315	28755	0
50885	2123	1
33286	27278	1
52881	39043	1
28478	40839	1
21426	14888	0
9655	20224	1
48777	34023	1
6320	45958	0
32986	27064	0
48598	25662	0
40541	5015	1
12877	9931	0
13836	46975	1
24119	37049	0
8911	44060	1
35985	44098	1
16844	40182	1
43759	1547	1
9355	46862	1
29566	53953	1
43598	11251	1
42039	48688	0
21613	9372	0
50042	34023	1
43470	32216	0
33234	13005	0
3686	4100	0
28308	15804	0
48180	6333	1
40624	14666	0
7457	18110	0
5133	5829	0
52477	19139	1
1877	30924	0
20631	34023	1
24531	24472	0
16194	9372	0
30285	28478	1
43558	27550	0
26615	47323	0
13096	50261	1
43322	39463	1
35124	39043	1
23293	53066	1
35103	45170	0
92	11520	0
30561	10218	1
49470	13293	0
28478	16912	1
32503	11306	0
34023	51774	1
19034	37178	1
33701	22478	0
16208	27601	0
7158	18243	0
16865	25634	1
48250	13765	0
53470	16844	1
47457	10611	1
36443	28971	1
27071	23837	0
2661	9529	0
37876	30920	0
49667	3768	1
26571	4740	1
716	48566	1
17558	33941	0
26198	43514	1
34023	14723	1
49938	1403	0
1750	42862	1
21404	23247	0
458	7452	0
25662	15845	0
26539	34953	1
18501	25251	0
18536	25867	1
28303	16844	1
38126	6277	1
14014	29546	1
50637	13256	1
35917	27457	1
29132	35289	0
25470	20088	0
47426	16654	1
47610	46318	1
12537	52455	1
28646	51335	0
53953	5254	1
49830	21276	1
15284	16213	0
11116	10043	0
7365	24601	0
27021	31511	0
28183	40081	0
17614	21187	0
24406	30791	0
33276	1363	0
46437	20693	1
41993	30924	1
48607	46427	1
4701	26148	1
25523	34374	0
41103	27526	1
6166	3626	1
53028	21775	1
28252	18809	1
40038	4714	0
51153	46487	1
16844	8531	1
28478	1391	1
47469	11501	1
